[16:25:36] [SUCCESS] Reset completed.
[16:25:36] [INFO] [1/4] Loading / scanning OneDrive (V15.1)
[16:25:36] [DEBUG] Get-GraphToken: checking existing token
[16:25:36] [DEBUG] Valid token loaded from cache
[16:25:36] [INFO] Full delta scan (new base)
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'root', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'justyna', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Documents', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Légal', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'VersCoffreFort', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'bureau', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Images', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Movies', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'ensemble', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Pellicule', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2025', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2023', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '05', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2025', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '01', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '2015', using Graph ID fallback.
[16:25:38] [DEBUG] Read-AzureFileInfo: no SHA1 for '08', using Graph ID fallback.
[16:25:38] [INFO] Graph: 206 items → total 206
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'root', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Importations', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'jeanph01@gmail.com - Google Photos', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2010', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '07', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '08', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2011', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '10', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '11', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '04', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '09', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2006', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '11', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '09', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '01', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2009', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '11', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '12', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '07', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '10', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '03', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '05', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '06', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '02', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2008', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '10', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '01', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '09', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2007', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '06', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2004', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '03', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2005', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '12', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '08', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2013', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '05', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'jeanph01@gmail.com - Dropbox', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Personnel JPM', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Relations', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Autres', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Finances', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Autos et véhicules', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'infractions', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'ford focus titanium 2013', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Impots', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'impots 2025', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'impots 2023', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'hq', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'santé thérapeutes', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'autres', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'lunettes', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'pharmacie', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'thérapeute', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'dentiste', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'autre', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'teletravail', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'videotron', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'frais hydro 2023', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'impots 2014', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'impots 2024', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'teletravail', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'frais hydro 2024', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'videotron', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'santé thérapeutes', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'lunettes', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'en litige', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'dentiste', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'pharmacie', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'autres', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'thérapeute', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'autres', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'impots 2020', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Maison et Logement', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '95 Montpelier SaintBasileLeGrand', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'taxes', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'syndic copopriété', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'horizontal', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'vertical', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'degat d'eau', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'hypotheque', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Légal, pensions alim', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'sarpa', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'JPM', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Santé JPM', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2024-02 accident auto', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'insuline vermont 4 fev 2024', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Exercices', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Entraide pour hommes', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Dépression et psychologie', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2023-11 fracture humerus capsulite', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Résultats de laboratoire', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Prescriptions', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Diabète', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'lunettes ophtalmo', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Relations', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'justyna', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '!justyna', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Images', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2024', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '08', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2017', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '09', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2025', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '01', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Audio', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2023', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '01', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Videos', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2025', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '01', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '2023', using Graph ID fallback.
[16:25:40] [DEBUG] Read-AzureFileInfo: no SHA1 for '09', using Graph ID fallback.
[16:25:40] [INFO] Graph: 283 items → total 418
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'root', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Importations', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'jeanph01@gmail.com - Dropbox', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Personnel JPM', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Relations', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Autres', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Chrystine Lacaille', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'videos', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Finances', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Impots', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'impots 2023', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'santé thérapeutes', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'pharmacie', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'thérapeute', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'dentiste', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'teletravail', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'videotron', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for '2e facture', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'frais hydro 2023', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'impots 2024', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'teletravail', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'frais hydro 2024', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'videotron', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for '2e facture', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'santé thérapeutes', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'en litige', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'dentiste', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'pharmacie', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'autres', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'thérapeute', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Maison et Logement', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for '95 Montpelier SaintBasileLeGrand', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'syndic copopriété', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'horizontal', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'vertical', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'année 2024', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Jean-Philippe Martin', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Images', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for '2025', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for '02', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for '01', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Videos', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for '2025', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for '01', using Graph ID fallback.
[16:25:42] [DEBUG] Read-AzureFileInfo: no SHA1 for '02', using Graph ID fallback.
[16:25:42] [INFO] Graph: 241 items → total 622
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for 'root', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Importations', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for 'jeanph01@gmail.com - Google Drive', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for 'Notes Google Play Livres', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for 'jeanph01@gmail.com - Google Photos', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for '2022', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for '2018', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for '2017', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for '2016', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for '2019', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for '2014', using Graph ID fallback.
[16:25:44] [DEBUG] Read-AzureFileInfo: no SHA1 for '2015', using Graph ID fallback.
